,Store,Dept,Date,IsHoliday
1201,1,9,2011-03-11,False
1202,1,9,2011-03-18,False
1203,1,9,2011-03-25,False
1204,1,9,2011-04-01,False
1205,1,9,2011-04-08,False
1206,1,9,2011-04-15,False
1207,1,9,2011-04-22,False
1208,1,9,2011-04-29,False
1343,1,10,2011-03-04,False
1344,1,10,2011-03-11,False
1345,1,10,2011-03-18,False
1346,1,10,2011-03-25,False
1347,1,10,2011-04-01,False
1348,1,10,2011-04-08,False
1349,1,10,2011-04-15,False
1350,1,10,2011-04-22,False
1351,1,10,2011-04-29,False
1486,1,11,2011-03-04,False
1487,1,11,2011-03-11,False
1488,1,11,2011-03-18,False
1489,1,11,2011-03-25,False
1490,1,11,2011-04-01,False
1491,1,11,2011-04-08,False
1492,1,11,2011-04-15,False
1493,1,11,2011-04-22,False
1494,1,11,2011-04-29,False
1629,1,12,2011-03-04,False
1630,1,12,2011-03-11,False
1631,1,12,2011-03-18,False
1632,1,12,2011-03-25,False
1633,1,12,2011-04-01,False
1634,1,12,2011-04-08,False
1635,1,12,2011-04-15,False
1636,1,12,2011-04-22,False
1637,1,12,2011-04-29,False
1772,1,13,2011-03-04,False
1773,1,13,2011-03-11,False
1774,1,13,2011-03-18,False
1775,1,13,2011-03-25,False
1776,1,13,2011-04-01,False
1777,1,13,2011-04-08,False
1778,1,13,2011-04-15,False
1779,1,13,2011-04-22,False
1780,1,13,2011-04-29,False
1915,1,14,2011-03-04,False
1916,1,14,2011-03-11,False
1917,1,14,2011-03-18,False
1918,1,14,2011-03-25,False
1919,1,14,2011-04-01,False
1920,1,14,2011-04-08,False
1921,1,14,2011-04-15,False
1922,1,14,2011-04-22,False
1923,1,14,2011-04-29,False
2058,1,16,2011-03-04,False
2059,1,16,2011-03-11,False
2060,1,16,2011-03-18,False
2061,1,16,2011-03-25,False
2062,1,16,2011-04-01,False
2063,1,16,2011-04-08,False
2064,1,16,2011-04-15,False
2065,1,16,2011-04-22,False
2066,1,16,2011-04-29,False
2201,1,17,2011-03-04,False
2202,1,17,2011-03-11,False
2203,1,17,2011-03-18,False
2204,1,17,2011-03-25,False
2205,1,17,2011-04-01,False
2206,1,17,2011-04-08,False
2207,1,17,2011-04-15,False
2208,1,17,2011-04-22,False
2209,1,17,2011-04-29,False
2331,1,18,2011-03-04,False
2332,1,18,2011-03-11,False
2333,1,18,2011-03-18,False
2334,1,18,2011-03-25,False
2335,1,18,2011-04-01,False
2336,1,18,2011-04-08,False
2337,1,18,2011-04-15,False
2338,1,18,2011-04-22,False
2339,1,18,2011-04-29,False
2457,1,19,2011-03-04,False
2458,1,19,2011-03-11,False
2459,1,19,2011-03-18,False
2460,1,19,2011-03-25,False
2461,1,19,2011-04-01,False
2462,1,19,2011-04-08,False
2463,1,19,2011-04-15,False
2464,1,19,2011-04-22,False
2465,1,19,2011-04-29,False
2600,1,20,2011-03-04,False
2601,1,20,2011-03-11,False
2602,1,20,2011-03-18,False
2603,1,20,2011-03-25,False
2604,1,20,2011-04-01,False
2605,1,20,2011-04-08,False
2606,1,20,2011-04-15,False
2607,1,20,2011-04-22,False
2608,1,20,2011-04-29,False
2743,1,21,2011-03-04,False
2744,1,21,2011-03-11,False
2745,1,21,2011-03-18,False
2746,1,21,2011-03-25,False
2747,1,21,2011-04-01,False
2748,1,21,2011-04-08,False
2749,1,21,2011-04-15,False
2750,1,21,2011-04-22,False
2751,1,21,2011-04-29,False
2886,1,22,2011-03-04,False
2887,1,22,2011-03-11,False
2888,1,22,2011-03-18,False
2889,1,22,2011-03-25,False
2890,1,22,2011-04-01,False
2891,1,22,2011-04-08,False
2892,1,22,2011-04-15,False
2893,1,22,2011-04-22,False
2894,1,22,2011-04-29,False
3029,1,23,2011-03-04,False
3030,1,23,2011-03-11,False
3031,1,23,2011-03-18,False
3032,1,23,2011-03-25,False
3033,1,23,2011-04-01,False
3034,1,23,2011-04-08,False
3035,1,23,2011-04-15,False
3036,1,23,2011-04-22,False
3037,1,23,2011-04-29,False
3172,1,24,2011-03-04,False
3173,1,24,2011-03-11,False
3174,1,24,2011-03-18,False
3175,1,24,2011-03-25,False
3176,1,24,2011-04-01,False
3177,1,24,2011-04-08,False
3178,1,24,2011-04-15,False
3179,1,24,2011-04-22,False
3180,1,24,2011-04-29,False
3315,1,25,2011-03-04,False
3316,1,25,2011-03-11,False
3317,1,25,2011-03-18,False
3318,1,25,2011-03-25,False
3319,1,25,2011-04-01,False
3320,1,25,2011-04-08,False
3321,1,25,2011-04-15,False
3322,1,25,2011-04-22,False
3323,1,25,2011-04-29,False
3458,1,26,2011-03-04,False
3459,1,26,2011-03-11,False
3460,1,26,2011-03-18,False
3461,1,26,2011-03-25,False
3462,1,26,2011-04-01,False
3463,1,26,2011-04-08,False
3464,1,26,2011-04-15,False
3465,1,26,2011-04-22,False
3466,1,26,2011-04-29,False
3601,1,27,2011-03-04,False
3602,1,27,2011-03-11,False
3603,1,27,2011-03-18,False
3604,1,27,2011-03-25,False
3605,1,27,2011-04-01,False
3606,1,27,2011-04-08,False
3607,1,27,2011-04-15,False
3608,1,27,2011-04-22,False
3609,1,27,2011-04-29,False
3744,1,28,2011-03-04,False
3745,1,28,2011-03-11,False
3746,1,28,2011-03-18,False
3747,1,28,2011-03-25,False
3748,1,28,2011-04-01,False
3749,1,28,2011-04-08,False
3750,1,28,2011-04-15,False
3751,1,28,2011-04-22,False
3752,1,28,2011-04-29,False
3887,1,29,2011-03-04,False
3888,1,29,2011-03-11,False
3889,1,29,2011-03-18,False
3890,1,29,2011-03-25,False
3891,1,29,2011-04-01,False
3892,1,29,2011-04-08,False
3893,1,29,2011-04-15,False
3894,1,29,2011-04-22,False
3895,1,29,2011-04-29,False
4030,1,30,2011-03-04,False
4031,1,30,2011-03-11,False
4032,1,30,2011-03-18,False
4033,1,30,2011-03-25,False
4034,1,30,2011-04-01,False
4035,1,30,2011-04-08,False
4036,1,30,2011-04-15,False
4037,1,30,2011-04-22,False
4038,1,30,2011-04-29,False
4173,1,31,2011-03-04,False
4174,1,31,2011-03-11,False
4175,1,31,2011-03-18,False
4176,1,31,2011-03-25,False
4177,1,31,2011-04-01,False
4178,1,31,2011-04-08,False
4179,1,31,2011-04-15,False
4180,1,31,2011-04-22,False
4181,1,31,2011-04-29,False
4316,1,32,2011-03-04,False
4317,1,32,2011-03-11,False
4318,1,32,2011-03-18,False
4319,1,32,2011-03-25,False
4320,1,32,2011-04-01,False
4321,1,32,2011-04-08,False
4322,1,32,2011-04-15,False
4323,1,32,2011-04-22,False
4324,1,32,2011-04-29,False
4459,1,33,2011-03-04,False
4460,1,33,2011-03-11,False
4461,1,33,2011-03-18,False
4462,1,33,2011-03-25,False
4463,1,33,2011-04-01,False
4464,1,33,2011-04-08,False
4465,1,33,2011-04-15,False
4466,1,33,2011-04-22,False
4467,1,33,2011-04-29,False
4602,1,34,2011-03-04,False
4603,1,34,2011-03-11,False
4604,1,34,2011-03-18,False
4605,1,34,2011-03-25,False
4606,1,34,2011-04-01,False
4607,1,34,2011-04-08,False
4608,1,34,2011-04-15,False
4609,1,34,2011-04-22,False
4610,1,34,2011-04-29,False
4745,1,35,2011-03-04,False
4746,1,35,2011-03-11,False
4747,1,35,2011-03-18,False
4748,1,35,2011-03-25,False
4749,1,35,2011-04-01,False
4750,1,35,2011-04-08,False
4751,1,35,2011-04-15,False
4752,1,35,2011-04-22,False
4753,1,35,2011-04-29,False
4888,1,36,2011-03-04,False
4889,1,36,2011-03-11,False
4890,1,36,2011-03-18,False
4891,1,36,2011-03-25,False
4892,1,36,2011-04-01,False
4893,1,36,2011-04-08,False
4894,1,36,2011-04-15,False
4895,1,36,2011-04-22,False
4896,1,36,2011-04-29,False
5031,1,37,2011-03-04,False
5032,1,37,2011-03-11,False
5033,1,37,2011-03-18,False
5034,1,37,2011-03-25,False
5035,1,37,2011-04-01,False
5036,1,37,2011-04-08,False
5037,1,37,2011-04-15,False
5038,1,37,2011-04-22,False
5039,1,37,2011-04-29,False
5174,1,38,2011-03-04,False
5175,1,38,2011-03-11,False
5176,1,38,2011-03-18,False
5177,1,38,2011-03-25,False
5178,1,38,2011-04-01,False
5179,1,38,2011-04-08,False
5180,1,38,2011-04-15,False
5181,1,38,2011-04-22,False
5182,1,38,2011-04-29,False
5317,1,40,2011-03-04,False
5318,1,40,2011-03-11,False
5319,1,40,2011-03-18,False
5320,1,40,2011-03-25,False
5321,1,40,2011-04-01,False
5322,1,40,2011-04-08,False
5323,1,40,2011-04-15,False
5324,1,40,2011-04-22,False
5325,1,40,2011-04-29,False
5460,1,41,2011-03-04,False
5461,1,41,2011-03-11,False
5462,1,41,2011-03-18,False
5463,1,41,2011-03-25,False
5464,1,41,2011-04-01,False
5465,1,41,2011-04-08,False
5466,1,41,2011-04-15,False
5467,1,41,2011-04-22,False
5468,1,41,2011-04-29,False
5603,1,42,2011-03-04,False
5604,1,42,2011-03-11,False
5605,1,42,2011-03-18,False
5606,1,42,2011-03-25,False
5607,1,42,2011-04-01,False
5608,1,42,2011-04-08,False
5609,1,42,2011-04-15,False
5610,1,42,2011-04-22,False
5611,1,42,2011-04-29,False
5746,1,44,2011-03-04,False
5747,1,44,2011-03-11,False
5748,1,44,2011-03-18,False
5749,1,44,2011-03-25,False
5750,1,44,2011-04-01,False
5751,1,44,2011-04-08,False
5752,1,44,2011-04-15,False
5753,1,44,2011-04-22,False
5754,1,44,2011-04-29,False
5871,1,45,2011-03-04,False
5872,1,45,2011-03-11,False
5873,1,45,2011-03-18,False
5874,1,45,2011-04-22,False
5960,1,46,2011-03-04,False
5961,1,46,2011-03-11,False
5962,1,46,2011-03-18,False
5963,1,46,2011-03-25,False
5964,1,46,2011-04-01,False
5965,1,46,2011-04-08,False
5966,1,46,2011-04-15,False
5967,1,46,2011-04-22,False
5968,1,46,2011-04-29,False
6055,1,47,2011-03-11,False
6056,1,47,2011-04-08,False
6117,1,48,2011-03-04,False
6118,1,48,2011-03-11,False
6119,1,48,2011-03-18,False
6120,1,48,2011-03-25,False
6121,1,48,2011-04-01,False
6122,1,48,2011-04-08,False
6123,1,48,2011-04-15,False
6124,1,48,2011-04-22,False
6250,1,49,2011-03-04,False
6251,1,49,2011-03-11,False
6252,1,49,2011-03-18,False
6253,1,49,2011-03-25,False
6254,1,49,2011-04-01,False
6255,1,49,2011-04-08,False
6256,1,49,2011-04-15,False
6257,1,49,2011-04-22,False
6258,1,49,2011-04-29,False
6426,1,52,2011-03-04,False
6427,1,52,2011-03-11,False
6428,1,52,2011-03-18,False
6429,1,52,2011-03-25,False
6430,1,52,2011-04-01,False
6431,1,52,2011-04-08,False
6432,1,52,2011-04-15,False
6433,1,52,2011-04-22,False
6434,1,52,2011-04-29,False
6568,1,54,2011-03-04,False
6569,1,54,2011-03-11,False
6570,1,54,2011-03-18,False
6571,1,54,2011-03-25,False
6572,1,54,2011-04-01,False
6573,1,54,2011-04-15,False
6574,1,54,2011-04-22,False
6575,1,54,2011-04-29,False
6702,1,55,2011-03-04,False
6703,1,55,2011-03-11,False
6704,1,55,2011-03-18,False
6705,1,55,2011-03-25,False
6706,1,55,2011-04-01,False
6707,1,55,2011-04-08,False
6708,1,55,2011-04-15,False
6709,1,55,2011-04-22,False
6710,1,55,2011-04-29,False
6845,1,56,2011-03-04,False
6846,1,56,2011-03-11,False
6847,1,56,2011-03-18,False
6848,1,56,2011-03-25,False
6849,1,56,2011-04-01,False
6850,1,56,2011-04-08,False
6851,1,56,2011-04-15,False
6852,1,56,2011-04-22,False
6853,1,56,2011-04-29,False
6988,1,58,2011-03-04,False
6989,1,58,2011-03-11,False
6990,1,58,2011-03-18,False
6991,1,58,2011-03-25,False
6992,1,58,2011-04-01,False
6993,1,58,2011-04-08,False
6994,1,58,2011-04-15,False
6995,1,58,2011-04-22,False
6996,1,58,2011-04-29,False
7131,1,59,2011-03-04,False
7132,1,59,2011-03-11,False
7133,1,59,2011-03-18,False
7134,1,59,2011-03-25,False
7135,1,59,2011-04-01,False
7136,1,59,2011-04-08,False
7137,1,59,2011-04-15,False
7138,1,59,2011-04-22,False
7139,1,59,2011-04-29,False
7274,1,60,2011-03-04,False
7275,1,60,2011-03-11,False
7276,1,60,2011-03-18,False
7277,1,60,2011-03-25,False
7278,1,60,2011-04-01,False
7279,1,60,2011-04-08,False
7280,1,60,2011-04-15,False
7281,1,60,2011-04-22,False
7282,1,60,2011-04-29,False
7417,1,67,2011-03-04,False
7418,1,67,2011-03-11,False
7419,1,67,2011-03-18,False
7420,1,67,2011-03-25,False
7421,1,67,2011-04-01,False
7422,1,67,2011-04-08,False
7423,1,67,2011-04-15,False
7424,1,67,2011-04-22,False
7425,1,67,2011-04-29,False
7560,1,71,2011-03-04,False
7561,1,71,2011-03-11,False
7562,1,71,2011-03-18,False
7563,1,71,2011-03-25,False
7564,1,71,2011-04-01,False
7565,1,71,2011-04-08,False
7566,1,71,2011-04-15,False
7567,1,71,2011-04-22,False
7568,1,71,2011-04-29,False
7703,1,72,2011-03-04,False
7704,1,72,2011-03-11,False
7705,1,72,2011-03-18,False
7706,1,72,2011-03-25,False
7707,1,72,2011-04-01,False
7708,1,72,2011-04-08,False
7709,1,72,2011-04-15,False
7710,1,72,2011-04-22,False
7711,1,72,2011-04-29,False
7846,1,74,2011-03-04,False
7847,1,74,2011-03-11,False
7848,1,74,2011-03-18,False
7849,1,74,2011-03-25,False
7850,1,74,2011-04-01,False
7851,1,74,2011-04-08,False
7852,1,74,2011-04-15,False
7853,1,74,2011-04-22,False
7854,1,74,2011-04-29,False
7996,1,79,2011-03-04,False
7997,1,79,2011-03-11,False
7998,1,79,2011-03-18,False
7999,1,79,2011-03-25,False
8000,1,79,2011-04-01,False
8001,1,79,2011-04-08,False
8002,1,79,2011-04-15,False
8003,1,79,2011-04-22,False
8004,1,79,2011-04-29,False
8139,1,80,2011-03-04,False
8140,1,80,2011-03-11,False
8141,1,80,2011-03-18,False
8142,1,80,2011-03-25,False
8143,1,80,2011-04-01,False
8144,1,80,2011-04-08,False
8145,1,80,2011-04-15,False
8146,1,80,2011-04-22,False
8147,1,80,2011-04-29,False
8282,1,81,2011-03-04,False
8283,1,81,2011-03-11,False
8284,1,81,2011-03-18,False
8285,1,81,2011-03-25,False
8286,1,81,2011-04-01,False
8287,1,81,2011-04-08,False
8288,1,81,2011-04-15,False
8289,1,81,2011-04-22,False
8290,1,81,2011-04-29,False
8425,1,82,2011-03-04,False
8426,1,82,2011-03-11,False
8427,1,82,2011-03-18,False
8428,1,82,2011-03-25,False
8429,1,82,2011-04-01,False
8430,1,82,2011-04-08,False
8431,1,82,2011-04-15,False
8432,1,82,2011-04-22,False
8433,1,82,2011-04-29,False
8568,1,83,2011-03-04,False
8569,1,83,2011-03-11,False
8570,1,83,2011-03-18,False
8571,1,83,2011-03-25,False
8572,1,83,2011-04-01,False
8573,1,83,2011-04-08,False
8574,1,83,2011-04-15,False
8575,1,83,2011-04-22,False
8576,1,83,2011-04-29,False
8711,1,85,2011-03-04,False
8712,1,85,2011-03-11,False
8713,1,85,2011-03-18,False
8714,1,85,2011-03-25,False
8715,1,85,2011-04-01,False
8716,1,85,2011-04-08,False
8717,1,85,2011-04-15,False
8718,1,85,2011-04-22,False
8719,1,85,2011-04-29,False
8854,1,87,2011-03-04,False
8855,1,87,2011-03-11,False
8856,1,87,2011-03-18,False
8857,1,87,2011-03-25,False
8858,1,87,2011-04-01,False
8859,1,87,2011-04-08,False
8860,1,87,2011-04-15,False
8861,1,87,2011-04-22,False
8862,1,87,2011-04-29,False
8997,1,90,2011-03-04,False
8998,1,90,2011-03-11,False
8999,1,90,2011-03-18,False
9000,1,90,2011-03-25,False
9001,1,90,2011-04-01,False
9002,1,90,2011-04-08,False
9003,1,90,2011-04-15,False
9004,1,90,2011-04-22,False
9005,1,90,2011-04-29,False
9140,1,91,2011-03-04,False
9141,1,91,2011-03-11,False
9142,1,91,2011-03-18,False
9143,1,91,2011-03-25,False
9144,1,91,2011-04-01,False
9145,1,91,2011-04-08,False
9146,1,91,2011-04-15,False
9147,1,91,2011-04-22,False
9148,1,91,2011-04-29,False
9283,1,92,2011-03-04,False
9284,1,92,2011-03-11,False
9285,1,92,2011-03-18,False
9286,1,92,2011-03-25,False
9287,1,92,2011-04-01,False
9288,1,92,2011-04-08,False
9289,1,92,2011-04-15,False
9290,1,92,2011-04-22,False
9291,1,92,2011-04-29,False
9426,1,93,2011-03-04,False
9427,1,93,2011-03-11,False
9428,1,93,2011-03-18,False
9429,1,93,2011-03-25,False
9430,1,93,2011-04-01,False
9431,1,93,2011-04-08,False
9432,1,93,2011-04-15,False
9433,1,93,2011-04-22,False
9434,1,93,2011-04-29,False
9569,1,94,2011-03-04,False
9570,1,94,2011-03-11,False
9571,1,94,2011-03-18,False
9572,1,94,2011-03-25,False
9573,1,94,2011-04-01,False
9574,1,94,2011-04-08,False
9575,1,94,2011-04-15,False
9576,1,94,2011-04-22,False
9577,1,94,2011-04-29,False
9712,1,95,2011-03-04,False
9713,1,95,2011-03-11,False
9714,1,95,2011-03-18,False
9715,1,95,2011-03-25,False
9716,1,95,2011-04-01,False
9717,1,95,2011-04-08,False
9718,1,95,2011-04-15,False
9719,1,95,2011-04-22,False
9720,1,95,2011-04-29,False
9834,1,96,2011-03-04,False
9835,1,96,2011-03-11,False
9836,1,96,2011-03-18,False
9837,1,96,2011-03-25,False
9838,1,96,2011-04-01,False
9839,1,96,2011-04-08,False
9840,1,96,2011-04-15,False
9841,1,96,2011-04-22,False
9842,1,96,2011-04-29,False
9977,1,97,2011-03-04,False
9978,1,97,2011-03-11,False
9979,1,97,2011-03-18,False
9980,1,97,2011-03-25,False
9981,1,97,2011-04-01,False
9982,1,97,2011-04-08,False
9983,1,97,2011-04-15,False
9984,1,97,2011-04-22,False
9985,1,97,2011-04-29,False
10120,1,98,2011-03-04,False
10121,1,98,2011-03-11,False
10122,1,98,2011-03-18,False
10123,1,98,2011-03-25,False
10124,1,98,2011-04-01,False
10125,1,98,2011-04-08,False
10126,1,98,2011-04-15,False
10127,1,98,2011-04-22,False
10128,1,98,2011-04-29,False
10208,1,99,2011-03-04,False
10209,1,99,2011-03-11,False
10300,2,1,2011-03-04,False
10301,2,1,2011-03-11,False
10302,2,1,2011-03-18,False
10303,2,1,2011-03-25,False
10304,2,1,2011-04-01,False
10305,2,1,2011-04-08,False
10306,2,1,2011-04-15,False
10307,2,1,2011-04-22,False
10308,2,1,2011-04-29,False
10443,2,2,2011-03-04,False
10444,2,2,2011-03-11,False
10445,2,2,2011-03-18,False
10446,2,2,2011-03-25,False
10447,2,2,2011-04-01,False
10448,2,2,2011-04-08,False
10449,2,2,2011-04-15,False
10450,2,2,2011-04-22,False
10451,2,2,2011-04-29,False
10586,2,3,2011-03-04,False
10587,2,3,2011-03-11,False
10588,2,3,2011-03-18,False
10589,2,3,2011-03-25,False
10590,2,3,2011-04-01,False
10591,2,3,2011-04-08,False
10592,2,3,2011-04-15,False
10593,2,3,2011-04-22,False
10594,2,3,2011-04-29,False
10729,2,4,2011-03-04,False
10730,2,4,2011-03-11,False
10731,2,4,2011-03-18,False
10732,2,4,2011-03-25,False
10733,2,4,2011-04-01,False
10734,2,4,2011-04-08,False
10735,2,4,2011-04-15,False
10736,2,4,2011-04-22,False
10737,2,4,2011-04-29,False
10872,2,5,2011-03-04,False
10873,2,5,2011-03-11,False
10874,2,5,2011-03-18,False
10875,2,5,2011-03-25,False
10876,2,5,2011-04-01,False
10877,2,5,2011-04-08,False
10878,2,5,2011-04-15,False
10879,2,5,2011-04-22,False
10880,2,5,2011-04-29,False
11015,2,6,2011-03-04,False
11016,2,6,2011-03-11,False
11017,2,6,2011-03-18,False
11018,2,6,2011-03-25,False
11019,2,6,2011-04-01,False
11020,2,6,2011-04-08,False
11021,2,6,2011-04-15,False
11022,2,6,2011-04-22,False
11023,2,6,2011-04-29,False
11158,2,7,2011-03-04,False
11159,2,7,2011-03-11,False
11160,2,7,2011-03-18,False
11161,2,7,2011-03-25,False
11162,2,7,2011-04-01,False
11163,2,7,2011-04-08,False
11164,2,7,2011-04-15,False
11165,2,7,2011-04-22,False
11166,2,7,2011-04-29,False
11301,2,8,2011-03-04,False
11302,2,8,2011-03-11,False
11303,2,8,2011-03-18,False
11304,2,8,2011-03-25,False
11305,2,8,2011-04-01,False
11306,2,8,2011-04-08,False
11307,2,8,2011-04-15,False
11308,2,8,2011-04-22,False
11309,2,8,2011-04-29,False
11444,2,9,2011-03-04,False
11445,2,9,2011-03-11,False
11446,2,9,2011-03-18,False
11447,2,9,2011-03-25,False
11448,2,9,2011-04-01,False
11449,2,9,2011-04-08,False
11450,2,9,2011-04-15,False
11451,2,9,2011-04-22,False
11452,2,9,2011-04-29,False
11587,2,10,2011-03-04,False
11588,2,10,2011-03-11,False
11589,2,10,2011-03-18,False
11590,2,10,2011-03-25,False
11591,2,10,2011-04-01,False
11592,2,10,2011-04-08,False
11593,2,10,2011-04-15,False
11594,2,10,2011-04-22,False
11595,2,10,2011-04-29,False
11730,2,11,2011-03-04,False
11731,2,11,2011-03-11,False
11732,2,11,2011-03-18,False
11733,2,11,2011-03-25,False
11734,2,11,2011-04-01,False
11735,2,11,2011-04-08,False
11736,2,11,2011-04-15,False
11737,2,11,2011-04-22,False
11738,2,11,2011-04-29,False
11873,2,12,2011-03-04,False
11874,2,12,2011-03-11,False
11875,2,12,2011-03-18,False
11876,2,12,2011-03-25,False
11877,2,12,2011-04-01,False
11878,2,12,2011-04-08,False
11879,2,12,2011-04-15,False
11880,2,12,2011-04-22,False
11881,2,12,2011-04-29,False
12016,2,13,2011-03-04,False
12017,2,13,2011-03-11,False
12018,2,13,2011-03-18,False
12019,2,13,2011-03-25,False
12020,2,13,2011-04-01,False
12021,2,13,2011-04-08,False
12022,2,13,2011-04-15,False
12023,2,13,2011-04-22,False
12024,2,13,2011-04-29,False
12159,2,14,2011-03-04,False
12160,2,14,2011-03-11,False
12161,2,14,2011-03-18,False
12162,2,14,2011-03-25,False
12163,2,14,2011-04-01,False
12164,2,14,2011-04-08,False
12165,2,14,2011-04-15,False
12166,2,14,2011-04-22,False
12167,2,14,2011-04-29,False
12302,2,16,2011-03-04,False
12303,2,16,2011-03-11,False
12304,2,16,2011-03-18,False
12305,2,16,2011-03-25,False
12306,2,16,2011-04-01,False
12307,2,16,2011-04-08,False
12308,2,16,2011-04-15,False
12309,2,16,2011-04-22,False
12310,2,16,2011-04-29,False
12445,2,17,2011-03-04,False
12446,2,17,2011-03-11,False
12447,2,17,2011-03-18,False
12448,2,17,2011-03-25,False
12449,2,17,2011-04-01,False
12450,2,17,2011-04-08,False
12451,2,17,2011-04-15,False
12452,2,17,2011-04-22,False
12453,2,17,2011-04-29,False
12579,2,18,2011-03-04,False
12580,2,18,2011-03-11,False
12581,2,18,2011-03-18,False
12582,2,18,2011-03-25,False
12583,2,18,2011-04-01,False
12584,2,18,2011-04-08,False
12585,2,18,2011-04-15,False
12586,2,18,2011-04-22,False
12587,2,18,2011-04-29,False
12701,2,19,2011-03-04,False
12702,2,19,2011-03-11,False
12703,2,19,2011-03-18,False
12704,2,19,2011-03-25,False
12705,2,19,2011-04-01,False
12706,2,19,2011-04-08,False
12707,2,19,2011-04-15,False
12708,2,19,2011-04-22,False
12709,2,19,2011-04-29,False
12844,2,20,2011-03-04,False
12845,2,20,2011-03-11,False
12846,2,20,2011-03-18,False
12847,2,20,2011-03-25,False
12848,2,20,2011-04-01,False
12849,2,20,2011-04-08,False
12850,2,20,2011-04-15,False
12851,2,20,2011-04-22,False
12852,2,20,2011-04-29,False
12987,2,21,2011-03-04,False
12988,2,21,2011-03-11,False
12989,2,21,2011-03-18,False
12990,2,21,2011-03-25,False
12991,2,21,2011-04-01,False
12992,2,21,2011-04-08,False
12993,2,21,2011-04-15,False
12994,2,21,2011-04-22,False
12995,2,21,2011-04-29,False
13130,2,22,2011-03-04,False
13131,2,22,2011-03-11,False
13132,2,22,2011-03-18,False
13133,2,22,2011-03-25,False
13134,2,22,2011-04-01,False
13135,2,22,2011-04-08,False
13136,2,22,2011-04-15,False
13137,2,22,2011-04-22,False
13138,2,22,2011-04-29,False
13273,2,23,2011-03-04,False
13274,2,23,2011-03-11,False
13275,2,23,2011-03-18,False
13276,2,23,2011-03-25,False
13277,2,23,2011-04-01,False
13278,2,23,2011-04-08,False
13279,2,23,2011-04-15,False
13280,2,23,2011-04-22,False
13281,2,23,2011-04-29,False
13416,2,24,2011-03-04,False
13417,2,24,2011-03-11,False
13418,2,24,2011-03-18,False
13419,2,24,2011-03-25,False
13420,2,24,2011-04-01,False
13421,2,24,2011-04-08,False
13422,2,24,2011-04-15,False
13423,2,24,2011-04-22,False
13424,2,24,2011-04-29,False
13559,2,25,2011-03-04,False
13560,2,25,2011-03-11,False
13561,2,25,2011-03-18,False
13562,2,25,2011-03-25,False
13563,2,25,2011-04-01,False
13564,2,25,2011-04-08,False
13565,2,25,2011-04-15,False
13566,2,25,2011-04-22,False
13567,2,25,2011-04-29,False
13702,2,26,2011-03-04,False
13703,2,26,2011-03-11,False
13704,2,26,2011-03-18,False
13705,2,26,2011-03-25,False
13706,2,26,2011-04-01,False
13707,2,26,2011-04-08,False
13708,2,26,2011-04-15,False
13709,2,26,2011-04-22,False
13710,2,26,2011-04-29,False
13845,2,27,2011-03-04,False
13846,2,27,2011-03-11,False
13847,2,27,2011-03-18,False
13848,2,27,2011-03-25,False
13849,2,27,2011-04-01,False
13850,2,27,2011-04-08,False
