,Store,Dept,Date,IsHoliday
7058,1,58,2012-07-06,False
7059,1,58,2012-07-13,False
7060,1,58,2012-07-20,False
7061,1,58,2012-07-27,False
7062,1,58,2012-08-03,False
7063,1,58,2012-08-10,False
7064,1,58,2012-08-17,False
7065,1,58,2012-08-24,False
7066,1,58,2012-08-31,False
7201,1,59,2012-07-06,False
7202,1,59,2012-07-13,False
7203,1,59,2012-07-20,False
7204,1,59,2012-07-27,False
7205,1,59,2012-08-03,False
7206,1,59,2012-08-10,False
7207,1,59,2012-08-17,False
7208,1,59,2012-08-24,False
7209,1,59,2012-08-31,False
7344,1,60,2012-07-06,False
7345,1,60,2012-07-13,False
7346,1,60,2012-07-20,False
7347,1,60,2012-07-27,False
7348,1,60,2012-08-03,False
7349,1,60,2012-08-10,False
7350,1,60,2012-08-17,False
7351,1,60,2012-08-24,False
7352,1,60,2012-08-31,False
7487,1,67,2012-07-06,False
7488,1,67,2012-07-13,False
7489,1,67,2012-07-20,False
7490,1,67,2012-07-27,False
7491,1,67,2012-08-03,False
7492,1,67,2012-08-10,False
7493,1,67,2012-08-17,False
7494,1,67,2012-08-24,False
7495,1,67,2012-08-31,False
7630,1,71,2012-07-06,False
7631,1,71,2012-07-13,False
7632,1,71,2012-07-20,False
7633,1,71,2012-07-27,False
7634,1,71,2012-08-03,False
7635,1,71,2012-08-10,False
7636,1,71,2012-08-17,False
7637,1,71,2012-08-24,False
7638,1,71,2012-08-31,False
7773,1,72,2012-07-06,False
7774,1,72,2012-07-13,False
7775,1,72,2012-07-20,False
7776,1,72,2012-07-27,False
7777,1,72,2012-08-03,False
7778,1,72,2012-08-10,False
7779,1,72,2012-08-17,False
7780,1,72,2012-08-24,False
7781,1,72,2012-08-31,False
7916,1,74,2012-07-06,False
7917,1,74,2012-07-13,False
7918,1,74,2012-07-20,False
7919,1,74,2012-07-27,False
7920,1,74,2012-08-03,False
7921,1,74,2012-08-10,False
7922,1,74,2012-08-17,False
7923,1,74,2012-08-24,False
7924,1,74,2012-08-31,False
8066,1,79,2012-07-06,False
8067,1,79,2012-07-13,False
8068,1,79,2012-07-20,False
8069,1,79,2012-07-27,False
8070,1,79,2012-08-03,False
8071,1,79,2012-08-10,False
8072,1,79,2012-08-17,False
8073,1,79,2012-08-24,False
8074,1,79,2012-08-31,False
8209,1,80,2012-07-06,False
8210,1,80,2012-07-13,False
8211,1,80,2012-07-20,False
8212,1,80,2012-07-27,False
8213,1,80,2012-08-03,False
8214,1,80,2012-08-10,False
8215,1,80,2012-08-17,False
8216,1,80,2012-08-24,False
8217,1,80,2012-08-31,False
8352,1,81,2012-07-06,False
8353,1,81,2012-07-13,False
8354,1,81,2012-07-20,False
8355,1,81,2012-07-27,False
8356,1,81,2012-08-03,False
8357,1,81,2012-08-10,False
8358,1,81,2012-08-17,False
8359,1,81,2012-08-24,False
8360,1,81,2012-08-31,False
8495,1,82,2012-07-06,False
8496,1,82,2012-07-13,False
8497,1,82,2012-07-20,False
8498,1,82,2012-07-27,False
8499,1,82,2012-08-03,False
8500,1,82,2012-08-10,False
8501,1,82,2012-08-17,False
8502,1,82,2012-08-24,False
8503,1,82,2012-08-31,False
8638,1,83,2012-07-06,False
8639,1,83,2012-07-13,False
8640,1,83,2012-07-20,False
8641,1,83,2012-07-27,False
8642,1,83,2012-08-03,False
8643,1,83,2012-08-10,False
8644,1,83,2012-08-17,False
8645,1,83,2012-08-24,False
8646,1,83,2012-08-31,False
8781,1,85,2012-07-06,False
8782,1,85,2012-07-13,False
8783,1,85,2012-07-20,False
8784,1,85,2012-07-27,False
8785,1,85,2012-08-03,False
8786,1,85,2012-08-10,False
8787,1,85,2012-08-17,False
8788,1,85,2012-08-24,False
8789,1,85,2012-08-31,False
8924,1,87,2012-07-06,False
8925,1,87,2012-07-13,False
8926,1,87,2012-07-20,False
8927,1,87,2012-07-27,False
8928,1,87,2012-08-03,False
8929,1,87,2012-08-10,False
8930,1,87,2012-08-17,False
8931,1,87,2012-08-24,False
8932,1,87,2012-08-31,False
9067,1,90,2012-07-06,False
9068,1,90,2012-07-13,False
9069,1,90,2012-07-20,False
9070,1,90,2012-07-27,False
9071,1,90,2012-08-03,False
9072,1,90,2012-08-10,False
9073,1,90,2012-08-17,False
9074,1,90,2012-08-24,False
9075,1,90,2012-08-31,False
9210,1,91,2012-07-06,False
9211,1,91,2012-07-13,False
9212,1,91,2012-07-20,False
9213,1,91,2012-07-27,False
9214,1,91,2012-08-03,False
9215,1,91,2012-08-10,False
9216,1,91,2012-08-17,False
9217,1,91,2012-08-24,False
9218,1,91,2012-08-31,False
9353,1,92,2012-07-06,False
9354,1,92,2012-07-13,False
9355,1,92,2012-07-20,False
9356,1,92,2012-07-27,False
9357,1,92,2012-08-03,False
9358,1,92,2012-08-10,False
9359,1,92,2012-08-17,False
9360,1,92,2012-08-24,False
9361,1,92,2012-08-31,False
9496,1,93,2012-07-06,False
9497,1,93,2012-07-13,False
9498,1,93,2012-07-20,False
9499,1,93,2012-07-27,False
9500,1,93,2012-08-03,False
9501,1,93,2012-08-10,False
9502,1,93,2012-08-17,False
9503,1,93,2012-08-24,False
9504,1,93,2012-08-31,False
9639,1,94,2012-07-06,False
9640,1,94,2012-07-13,False
9641,1,94,2012-07-20,False
9642,1,94,2012-07-27,False
9643,1,94,2012-08-03,False
9644,1,94,2012-08-10,False
9645,1,94,2012-08-17,False
9646,1,94,2012-08-24,False
9647,1,94,2012-08-31,False
9782,1,95,2012-07-06,False
9783,1,95,2012-07-13,False
9784,1,95,2012-07-20,False
9785,1,95,2012-07-27,False
9786,1,95,2012-08-03,False
9787,1,95,2012-08-10,False
9788,1,95,2012-08-17,False
9789,1,95,2012-08-24,False
9790,1,95,2012-08-31,False
9904,1,96,2012-07-06,False
9905,1,96,2012-07-13,False
9906,1,96,2012-07-20,False
9907,1,96,2012-07-27,False
9908,1,96,2012-08-03,False
9909,1,96,2012-08-10,False
9910,1,96,2012-08-17,False
9911,1,96,2012-08-24,False
9912,1,96,2012-08-31,False
10047,1,97,2012-07-06,False
10048,1,97,2012-07-13,False
10049,1,97,2012-07-20,False
10050,1,97,2012-07-27,False
10051,1,97,2012-08-03,False
10052,1,97,2012-08-10,False
10053,1,97,2012-08-17,False
10054,1,97,2012-08-24,False
10055,1,97,2012-08-31,False
10190,1,98,2012-07-06,False
10191,1,98,2012-07-13,False
10192,1,98,2012-07-20,False
10193,1,98,2012-07-27,False
10194,1,98,2012-08-03,False
10195,1,98,2012-08-10,False
10196,1,98,2012-08-17,False
10197,1,98,2012-08-24,False
10198,1,98,2012-08-31,False
10232,1,99,2012-07-13,False
10233,1,99,2012-07-20,False
10234,1,99,2012-07-27,False
10235,1,99,2012-08-03,False
10236,1,99,2012-08-10,False
10237,1,99,2012-08-17,False
10238,1,99,2012-08-24,False
10239,1,99,2012-08-31,False
10370,2,1,2012-07-06,False
10371,2,1,2012-07-13,False
10372,2,1,2012-07-20,False
10373,2,1,2012-07-27,False
10374,2,1,2012-08-03,False
10375,2,1,2012-08-10,False
10376,2,1,2012-08-17,False
10377,2,1,2012-08-24,False
10378,2,1,2012-08-31,False
10513,2,2,2012-07-06,False
10514,2,2,2012-07-13,False
10515,2,2,2012-07-20,False
10516,2,2,2012-07-27,False
10517,2,2,2012-08-03,False
10518,2,2,2012-08-10,False
10519,2,2,2012-08-17,False
10520,2,2,2012-08-24,False
10521,2,2,2012-08-31,False
10656,2,3,2012-07-06,False
10657,2,3,2012-07-13,False
10658,2,3,2012-07-20,False
10659,2,3,2012-07-27,False
10660,2,3,2012-08-03,False
10661,2,3,2012-08-10,False
10662,2,3,2012-08-17,False
10663,2,3,2012-08-24,False
10664,2,3,2012-08-31,False
10799,2,4,2012-07-06,False
10800,2,4,2012-07-13,False
10801,2,4,2012-07-20,False
10802,2,4,2012-07-27,False
10803,2,4,2012-08-03,False
10804,2,4,2012-08-10,False
10805,2,4,2012-08-17,False
10806,2,4,2012-08-24,False
10807,2,4,2012-08-31,False
10942,2,5,2012-07-06,False
10943,2,5,2012-07-13,False
10944,2,5,2012-07-20,False
10945,2,5,2012-07-27,False
10946,2,5,2012-08-03,False
10947,2,5,2012-08-10,False
10948,2,5,2012-08-17,False
10949,2,5,2012-08-24,False
10950,2,5,2012-08-31,False
11085,2,6,2012-07-06,False
11086,2,6,2012-07-13,False
11087,2,6,2012-07-20,False
11088,2,6,2012-07-27,False
11089,2,6,2012-08-03,False
11090,2,6,2012-08-10,False
11091,2,6,2012-08-17,False
11092,2,6,2012-08-24,False
11093,2,6,2012-08-31,False
11228,2,7,2012-07-06,False
11229,2,7,2012-07-13,False
11230,2,7,2012-07-20,False
11231,2,7,2012-07-27,False
11232,2,7,2012-08-03,False
11233,2,7,2012-08-10,False
11234,2,7,2012-08-17,False
11235,2,7,2012-08-24,False
11236,2,7,2012-08-31,False
11371,2,8,2012-07-06,False
11372,2,8,2012-07-13,False
11373,2,8,2012-07-20,False
11374,2,8,2012-07-27,False
11375,2,8,2012-08-03,False
11376,2,8,2012-08-10,False
11377,2,8,2012-08-17,False
11378,2,8,2012-08-24,False
11379,2,8,2012-08-31,False
11514,2,9,2012-07-06,False
11515,2,9,2012-07-13,False
11516,2,9,2012-07-20,False
11517,2,9,2012-07-27,False
11518,2,9,2012-08-03,False
11519,2,9,2012-08-10,False
11520,2,9,2012-08-17,False
11521,2,9,2012-08-24,False
11522,2,9,2012-08-31,False
11657,2,10,2012-07-06,False
11658,2,10,2012-07-13,False
11659,2,10,2012-07-20,False
11660,2,10,2012-07-27,False
11661,2,10,2012-08-03,False
11662,2,10,2012-08-10,False
11663,2,10,2012-08-17,False
11664,2,10,2012-08-24,False
11665,2,10,2012-08-31,False
11800,2,11,2012-07-06,False
11801,2,11,2012-07-13,False
11802,2,11,2012-07-20,False
11803,2,11,2012-07-27,False
11804,2,11,2012-08-03,False
11805,2,11,2012-08-10,False
11806,2,11,2012-08-17,False
11807,2,11,2012-08-24,False
11808,2,11,2012-08-31,False
11943,2,12,2012-07-06,False
11944,2,12,2012-07-13,False
11945,2,12,2012-07-20,False
11946,2,12,2012-07-27,False
11947,2,12,2012-08-03,False
11948,2,12,2012-08-10,False
11949,2,12,2012-08-17,False
11950,2,12,2012-08-24,False
11951,2,12,2012-08-31,False
12086,2,13,2012-07-06,False
12087,2,13,2012-07-13,False
12088,2,13,2012-07-20,False
12089,2,13,2012-07-27,False
12090,2,13,2012-08-03,False
12091,2,13,2012-08-10,False
12092,2,13,2012-08-17,False
12093,2,13,2012-08-24,False
12094,2,13,2012-08-31,False
12229,2,14,2012-07-06,False
12230,2,14,2012-07-13,False
12231,2,14,2012-07-20,False
12232,2,14,2012-07-27,False
12233,2,14,2012-08-03,False
12234,2,14,2012-08-10,False
12235,2,14,2012-08-17,False
12236,2,14,2012-08-24,False
12237,2,14,2012-08-31,False
12372,2,16,2012-07-06,False
12373,2,16,2012-07-13,False
12374,2,16,2012-07-20,False
12375,2,16,2012-07-27,False
12376,2,16,2012-08-03,False
12377,2,16,2012-08-10,False
12378,2,16,2012-08-17,False
12379,2,16,2012-08-24,False
12380,2,16,2012-08-31,False
12515,2,17,2012-07-06,False
12516,2,17,2012-07-13,False
12517,2,17,2012-07-20,False
12518,2,17,2012-07-27,False
12519,2,17,2012-08-03,False
12520,2,17,2012-08-10,False
12521,2,17,2012-08-17,False
12522,2,17,2012-08-24,False
12523,2,17,2012-08-31,False
12631,2,18,2012-07-27,False
12632,2,18,2012-08-03,False
12633,2,18,2012-08-10,False
12634,2,18,2012-08-17,False
12635,2,18,2012-08-24,False
12636,2,18,2012-08-31,False
12771,2,19,2012-07-06,False
12772,2,19,2012-07-13,False
12773,2,19,2012-07-20,False
12774,2,19,2012-07-27,False
12775,2,19,2012-08-03,False
12776,2,19,2012-08-10,False
12777,2,19,2012-08-17,False
12778,2,19,2012-08-24,False
12779,2,19,2012-08-31,False
12914,2,20,2012-07-06,False
12915,2,20,2012-07-13,False
12916,2,20,2012-07-20,False
12917,2,20,2012-07-27,False
12918,2,20,2012-08-03,False
12919,2,20,2012-08-10,False
12920,2,20,2012-08-17,False
12921,2,20,2012-08-24,False
12922,2,20,2012-08-31,False
13057,2,21,2012-07-06,False
13058,2,21,2012-07-13,False
13059,2,21,2012-07-20,False
13060,2,21,2012-07-27,False
13061,2,21,2012-08-03,False
13062,2,21,2012-08-10,False
13063,2,21,2012-08-17,False
13064,2,21,2012-08-24,False
13065,2,21,2012-08-31,False
13200,2,22,2012-07-06,False
13201,2,22,2012-07-13,False
13202,2,22,2012-07-20,False
13203,2,22,2012-07-27,False
13204,2,22,2012-08-03,False
13205,2,22,2012-08-10,False
13206,2,22,2012-08-17,False
13207,2,22,2012-08-24,False
13208,2,22,2012-08-31,False
13343,2,23,2012-07-06,False
13344,2,23,2012-07-13,False
13345,2,23,2012-07-20,False
13346,2,23,2012-07-27,False
13347,2,23,2012-08-03,False
13348,2,23,2012-08-10,False
13349,2,23,2012-08-17,False
13350,2,23,2012-08-24,False
13351,2,23,2012-08-31,False
13486,2,24,2012-07-06,False
13487,2,24,2012-07-13,False
13488,2,24,2012-07-20,False
13489,2,24,2012-07-27,False
13490,2,24,2012-08-03,False
13491,2,24,2012-08-10,False
13492,2,24,2012-08-17,False
13493,2,24,2012-08-24,False
13494,2,24,2012-08-31,False
13629,2,25,2012-07-06,False
13630,2,25,2012-07-13,False
13631,2,25,2012-07-20,False
13632,2,25,2012-07-27,False
13633,2,25,2012-08-03,False
13634,2,25,2012-08-10,False
13635,2,25,2012-08-17,False
13636,2,25,2012-08-24,False
13637,2,25,2012-08-31,False
13772,2,26,2012-07-06,False
13773,2,26,2012-07-13,False
13774,2,26,2012-07-20,False
13775,2,26,2012-07-27,False
13776,2,26,2012-08-03,False
13777,2,26,2012-08-10,False
13778,2,26,2012-08-17,False
13779,2,26,2012-08-24,False
13780,2,26,2012-08-31,False
13915,2,27,2012-07-06,False
13916,2,27,2012-07-13,False
13917,2,27,2012-07-20,False
13918,2,27,2012-07-27,False
13919,2,27,2012-08-03,False
13920,2,27,2012-08-10,False
13921,2,27,2012-08-17,False
13922,2,27,2012-08-24,False
13923,2,27,2012-08-31,False
14058,2,28,2012-07-06,False
14059,2,28,2012-07-13,False
