,Store,Dept,Date,IsHoliday
1353,1,10,2011-05-13,False
1354,1,10,2011-05-20,False
1355,1,10,2011-05-27,False
1356,1,10,2011-06-03,False
1357,1,10,2011-06-10,False
1358,1,10,2011-06-17,False
1359,1,10,2011-06-24,False
1495,1,11,2011-05-06,False
1496,1,11,2011-05-13,False
1497,1,11,2011-05-20,False
1498,1,11,2011-05-27,False
1499,1,11,2011-06-03,False
1500,1,11,2011-06-10,False
1501,1,11,2011-06-17,False
1502,1,11,2011-06-24,False
1638,1,12,2011-05-06,False
1639,1,12,2011-05-13,False
1640,1,12,2011-05-20,False
1641,1,12,2011-05-27,False
1642,1,12,2011-06-03,False
1643,1,12,2011-06-10,False
1644,1,12,2011-06-17,False
1645,1,12,2011-06-24,False
1781,1,13,2011-05-06,False
1782,1,13,2011-05-13,False
1783,1,13,2011-05-20,False
1784,1,13,2011-05-27,False
1785,1,13,2011-06-03,False
1786,1,13,2011-06-10,False
1787,1,13,2011-06-17,False
1788,1,13,2011-06-24,False
1924,1,14,2011-05-06,False
1925,1,14,2011-05-13,False
1926,1,14,2011-05-20,False
1927,1,14,2011-05-27,False
1928,1,14,2011-06-03,False
1929,1,14,2011-06-10,False
1930,1,14,2011-06-17,False
1931,1,14,2011-06-24,False
2067,1,16,2011-05-06,False
2068,1,16,2011-05-13,False
2069,1,16,2011-05-20,False
2070,1,16,2011-05-27,False
2071,1,16,2011-06-03,False
2072,1,16,2011-06-10,False
2073,1,16,2011-06-17,False
2074,1,16,2011-06-24,False
2210,1,17,2011-05-06,False
2211,1,17,2011-05-13,False
2212,1,17,2011-05-20,False
2213,1,17,2011-05-27,False
2214,1,17,2011-06-03,False
2215,1,17,2011-06-10,False
2216,1,17,2011-06-17,False
2217,1,17,2011-06-24,False
2340,1,18,2011-05-06,False
2341,1,18,2011-05-13,False
2342,1,18,2011-05-20,False
2343,1,18,2011-05-27,False
2344,1,18,2011-06-10,False
2345,1,18,2011-06-17,False
2466,1,19,2011-05-06,False
2467,1,19,2011-05-13,False
2468,1,19,2011-05-20,False
2469,1,19,2011-05-27,False
2470,1,19,2011-06-03,False
2471,1,19,2011-06-10,False
2472,1,19,2011-06-17,False
2473,1,19,2011-06-24,False
2609,1,20,2011-05-06,False
2610,1,20,2011-05-13,False
2611,1,20,2011-05-20,False
2612,1,20,2011-05-27,False
2613,1,20,2011-06-03,False
2614,1,20,2011-06-10,False
2615,1,20,2011-06-17,False
2616,1,20,2011-06-24,False
2752,1,21,2011-05-06,False
2753,1,21,2011-05-13,False
2754,1,21,2011-05-20,False
2755,1,21,2011-05-27,False
2756,1,21,2011-06-03,False
2757,1,21,2011-06-10,False
2758,1,21,2011-06-17,False
2759,1,21,2011-06-24,False
2895,1,22,2011-05-06,False
2896,1,22,2011-05-13,False
2897,1,22,2011-05-20,False
2898,1,22,2011-05-27,False
2899,1,22,2011-06-03,False
2900,1,22,2011-06-10,False
2901,1,22,2011-06-17,False
2902,1,22,2011-06-24,False
3038,1,23,2011-05-06,False
3039,1,23,2011-05-13,False
3040,1,23,2011-05-20,False
3041,1,23,2011-05-27,False
3042,1,23,2011-06-03,False
3043,1,23,2011-06-10,False
3044,1,23,2011-06-17,False
3045,1,23,2011-06-24,False
3181,1,24,2011-05-06,False
3182,1,24,2011-05-13,False
3183,1,24,2011-05-20,False
3184,1,24,2011-05-27,False
3185,1,24,2011-06-03,False
3186,1,24,2011-06-10,False
3187,1,24,2011-06-17,False
3188,1,24,2011-06-24,False
3324,1,25,2011-05-06,False
3325,1,25,2011-05-13,False
3326,1,25,2011-05-20,False
3327,1,25,2011-05-27,False
3328,1,25,2011-06-03,False
3329,1,25,2011-06-10,False
3330,1,25,2011-06-17,False
3331,1,25,2011-06-24,False
3467,1,26,2011-05-06,False
3468,1,26,2011-05-13,False
3469,1,26,2011-05-20,False
3470,1,26,2011-05-27,False
3471,1,26,2011-06-03,False
3472,1,26,2011-06-10,False
3473,1,26,2011-06-17,False
3474,1,26,2011-06-24,False
3610,1,27,2011-05-06,False
3611,1,27,2011-05-13,False
3612,1,27,2011-05-20,False
3613,1,27,2011-05-27,False
3614,1,27,2011-06-03,False
3615,1,27,2011-06-10,False
3616,1,27,2011-06-17,False
3617,1,27,2011-06-24,False
3753,1,28,2011-05-06,False
3754,1,28,2011-05-13,False
3755,1,28,2011-05-20,False
3756,1,28,2011-05-27,False
3757,1,28,2011-06-03,False
3758,1,28,2011-06-10,False
3759,1,28,2011-06-17,False
3760,1,28,2011-06-24,False
3896,1,29,2011-05-06,False
3897,1,29,2011-05-13,False
3898,1,29,2011-05-20,False
3899,1,29,2011-05-27,False
3900,1,29,2011-06-03,False
3901,1,29,2011-06-10,False
3902,1,29,2011-06-17,False
3903,1,29,2011-06-24,False
4039,1,30,2011-05-06,False
4040,1,30,2011-05-13,False
4041,1,30,2011-05-20,False
4042,1,30,2011-05-27,False
4043,1,30,2011-06-03,False
4044,1,30,2011-06-10,False
4045,1,30,2011-06-17,False
4046,1,30,2011-06-24,False
4182,1,31,2011-05-06,False
4183,1,31,2011-05-13,False
4184,1,31,2011-05-20,False
4185,1,31,2011-05-27,False
4186,1,31,2011-06-03,False
4187,1,31,2011-06-10,False
4188,1,31,2011-06-17,False
4189,1,31,2011-06-24,False
4325,1,32,2011-05-06,False
4326,1,32,2011-05-13,False
4327,1,32,2011-05-20,False
4328,1,32,2011-05-27,False
4329,1,32,2011-06-03,False
4330,1,32,2011-06-10,False
4331,1,32,2011-06-17,False
4332,1,32,2011-06-24,False
4468,1,33,2011-05-06,False
4469,1,33,2011-05-13,False
4470,1,33,2011-05-20,False
4471,1,33,2011-05-27,False
4472,1,33,2011-06-03,False
4473,1,33,2011-06-10,False
4474,1,33,2011-06-17,False
4475,1,33,2011-06-24,False
4611,1,34,2011-05-06,False
4612,1,34,2011-05-13,False
4613,1,34,2011-05-20,False
4614,1,34,2011-05-27,False
4615,1,34,2011-06-03,False
4616,1,34,2011-06-10,False
4617,1,34,2011-06-17,False
4618,1,34,2011-06-24,False
4754,1,35,2011-05-06,False
4755,1,35,2011-05-13,False
4756,1,35,2011-05-20,False
4757,1,35,2011-05-27,False
4758,1,35,2011-06-03,False
4759,1,35,2011-06-10,False
4760,1,35,2011-06-17,False
4761,1,35,2011-06-24,False
4897,1,36,2011-05-06,False
4898,1,36,2011-05-13,False
4899,1,36,2011-05-20,False
4900,1,36,2011-05-27,False
4901,1,36,2011-06-03,False
4902,1,36,2011-06-10,False
4903,1,36,2011-06-17,False
4904,1,36,2011-06-24,False
5040,1,37,2011-05-06,False
5041,1,37,2011-05-13,False
5042,1,37,2011-05-20,False
5043,1,37,2011-05-27,False
5044,1,37,2011-06-03,False
5045,1,37,2011-06-10,False
5046,1,37,2011-06-17,False
5047,1,37,2011-06-24,False
5183,1,38,2011-05-06,False
5184,1,38,2011-05-13,False
5185,1,38,2011-05-20,False
5186,1,38,2011-05-27,False
5187,1,38,2011-06-03,False
5188,1,38,2011-06-10,False
5189,1,38,2011-06-17,False
5190,1,38,2011-06-24,False
5326,1,40,2011-05-06,False
5327,1,40,2011-05-13,False
5328,1,40,2011-05-20,False
5329,1,40,2011-05-27,False
5330,1,40,2011-06-03,False
5331,1,40,2011-06-10,False
5332,1,40,2011-06-17,False
5333,1,40,2011-06-24,False
5469,1,41,2011-05-06,False
5470,1,41,2011-05-13,False
5471,1,41,2011-05-20,False
5472,1,41,2011-05-27,False
5473,1,41,2011-06-03,False
5474,1,41,2011-06-10,False
5475,1,41,2011-06-17,False
5476,1,41,2011-06-24,False
5612,1,42,2011-05-06,False
5613,1,42,2011-05-13,False
5614,1,42,2011-05-20,False
5615,1,42,2011-05-27,False
5616,1,42,2011-06-03,False
5617,1,42,2011-06-10,False
5618,1,42,2011-06-17,False
5619,1,42,2011-06-24,False
5755,1,44,2011-05-06,False
5756,1,44,2011-05-13,False
5757,1,44,2011-05-20,False
5758,1,44,2011-05-27,False
5759,1,44,2011-06-03,False
5760,1,44,2011-06-10,False
5761,1,44,2011-06-17,False
5762,1,44,2011-06-24,False
5875,1,45,2011-05-13,False
5876,1,45,2011-05-20,False
5877,1,45,2011-05-27,False
5878,1,45,2011-06-10,False
5879,1,45,2011-06-24,False
5969,1,46,2011-05-06,False
5970,1,46,2011-05-13,False
5971,1,46,2011-05-20,False
5972,1,46,2011-05-27,False
5973,1,46,2011-06-03,False
5974,1,46,2011-06-10,False
5975,1,46,2011-06-17,False
5976,1,46,2011-06-24,False
6125,1,48,2011-05-06,False
6126,1,48,2011-05-13,False
6127,1,48,2011-05-20,False
6128,1,48,2011-05-27,False
6129,1,48,2011-06-03,False
6130,1,48,2011-06-17,False
6259,1,49,2011-05-06,False
6260,1,49,2011-05-13,False
6261,1,49,2011-05-20,False
6262,1,49,2011-05-27,False
6263,1,49,2011-06-03,False
6264,1,49,2011-06-10,False
6265,1,49,2011-06-17,False
6266,1,49,2011-06-24,False
6435,1,52,2011-05-06,False
6436,1,52,2011-05-13,False
6437,1,52,2011-05-20,False
6438,1,52,2011-05-27,False
6439,1,52,2011-06-03,False
6440,1,52,2011-06-10,False
6441,1,52,2011-06-17,False
6442,1,52,2011-06-24,False
6576,1,54,2011-05-06,False
6577,1,54,2011-05-13,False
6578,1,54,2011-05-20,False
6579,1,54,2011-06-03,False
6580,1,54,2011-06-10,False
6581,1,54,2011-06-17,False
6582,1,54,2011-06-24,False
6711,1,55,2011-05-06,False
6712,1,55,2011-05-13,False
6713,1,55,2011-05-20,False
6714,1,55,2011-05-27,False
6715,1,55,2011-06-03,False
6716,1,55,2011-06-10,False
6717,1,55,2011-06-17,False
6718,1,55,2011-06-24,False
6854,1,56,2011-05-06,False
6855,1,56,2011-05-13,False
6856,1,56,2011-05-20,False
6857,1,56,2011-05-27,False
6858,1,56,2011-06-03,False
6859,1,56,2011-06-10,False
6860,1,56,2011-06-17,False
6861,1,56,2011-06-24,False
6997,1,58,2011-05-06,False
6998,1,58,2011-05-13,False
6999,1,58,2011-05-20,False
7000,1,58,2011-05-27,False
7001,1,58,2011-06-03,False
7002,1,58,2011-06-10,False
7003,1,58,2011-06-17,False
7004,1,58,2011-06-24,False
7140,1,59,2011-05-06,False
7141,1,59,2011-05-13,False
7142,1,59,2011-05-20,False
7143,1,59,2011-05-27,False
7144,1,59,2011-06-03,False
7145,1,59,2011-06-10,False
7146,1,59,2011-06-17,False
7147,1,59,2011-06-24,False
7283,1,60,2011-05-06,False
7284,1,60,2011-05-13,False
7285,1,60,2011-05-20,False
7286,1,60,2011-05-27,False
7287,1,60,2011-06-03,False
7288,1,60,2011-06-10,False
7289,1,60,2011-06-17,False
7290,1,60,2011-06-24,False
7426,1,67,2011-05-06,False
7427,1,67,2011-05-13,False
7428,1,67,2011-05-20,False
7429,1,67,2011-05-27,False
7430,1,67,2011-06-03,False
7431,1,67,2011-06-10,False
7432,1,67,2011-06-17,False
7433,1,67,2011-06-24,False
7569,1,71,2011-05-06,False
7570,1,71,2011-05-13,False
7571,1,71,2011-05-20,False
7572,1,71,2011-05-27,False
7573,1,71,2011-06-03,False
7574,1,71,2011-06-10,False
7575,1,71,2011-06-17,False
7576,1,71,2011-06-24,False
7712,1,72,2011-05-06,False
7713,1,72,2011-05-13,False
7714,1,72,2011-05-20,False
7715,1,72,2011-05-27,False
7716,1,72,2011-06-03,False
7717,1,72,2011-06-10,False
7718,1,72,2011-06-17,False
7719,1,72,2011-06-24,False
7855,1,74,2011-05-06,False
7856,1,74,2011-05-13,False
7857,1,74,2011-05-20,False
7858,1,74,2011-05-27,False
7859,1,74,2011-06-03,False
7860,1,74,2011-06-10,False
7861,1,74,2011-06-17,False
7862,1,74,2011-06-24,False
8005,1,79,2011-05-06,False
8006,1,79,2011-05-13,False
8007,1,79,2011-05-20,False
8008,1,79,2011-05-27,False
8009,1,79,2011-06-03,False
8010,1,79,2011-06-10,False
8011,1,79,2011-06-17,False
8012,1,79,2011-06-24,False
8148,1,80,2011-05-06,False
8149,1,80,2011-05-13,False
8150,1,80,2011-05-20,False
8151,1,80,2011-05-27,False
8152,1,80,2011-06-03,False
8153,1,80,2011-06-10,False
8154,1,80,2011-06-17,False
8155,1,80,2011-06-24,False
8291,1,81,2011-05-06,False
8292,1,81,2011-05-13,False
8293,1,81,2011-05-20,False
8294,1,81,2011-05-27,False
8295,1,81,2011-06-03,False
8296,1,81,2011-06-10,False
8297,1,81,2011-06-17,False
8298,1,81,2011-06-24,False
8434,1,82,2011-05-06,False
8435,1,82,2011-05-13,False
8436,1,82,2011-05-20,False
8437,1,82,2011-05-27,False
8438,1,82,2011-06-03,False
8439,1,82,2011-06-10,False
8440,1,82,2011-06-17,False
8441,1,82,2011-06-24,False
8577,1,83,2011-05-06,False
8578,1,83,2011-05-13,False
8579,1,83,2011-05-20,False
8580,1,83,2011-05-27,False
8581,1,83,2011-06-03,False
8582,1,83,2011-06-10,False
8583,1,83,2011-06-17,False
8584,1,83,2011-06-24,False
8720,1,85,2011-05-06,False
8721,1,85,2011-05-13,False
8722,1,85,2011-05-20,False
8723,1,85,2011-05-27,False
8724,1,85,2011-06-03,False
8725,1,85,2011-06-10,False
8726,1,85,2011-06-17,False
8727,1,85,2011-06-24,False
8863,1,87,2011-05-06,False
8864,1,87,2011-05-13,False
8865,1,87,2011-05-20,False
8866,1,87,2011-05-27,False
8867,1,87,2011-06-03,False
8868,1,87,2011-06-10,False
8869,1,87,2011-06-17,False
8870,1,87,2011-06-24,False
9006,1,90,2011-05-06,False
9007,1,90,2011-05-13,False
9008,1,90,2011-05-20,False
9009,1,90,2011-05-27,False
9010,1,90,2011-06-03,False
9011,1,90,2011-06-10,False
9012,1,90,2011-06-17,False
9013,1,90,2011-06-24,False
9149,1,91,2011-05-06,False
9150,1,91,2011-05-13,False
9151,1,91,2011-05-20,False
9152,1,91,2011-05-27,False
9153,1,91,2011-06-03,False
9154,1,91,2011-06-10,False
9155,1,91,2011-06-17,False
9156,1,91,2011-06-24,False
9292,1,92,2011-05-06,False
9293,1,92,2011-05-13,False
9294,1,92,2011-05-20,False
9295,1,92,2011-05-27,False
9296,1,92,2011-06-03,False
9297,1,92,2011-06-10,False
9298,1,92,2011-06-17,False
9299,1,92,2011-06-24,False
9435,1,93,2011-05-06,False
9436,1,93,2011-05-13,False
9437,1,93,2011-05-20,False
9438,1,93,2011-05-27,False
9439,1,93,2011-06-03,False
9440,1,93,2011-06-10,False
9441,1,93,2011-06-17,False
9442,1,93,2011-06-24,False
9578,1,94,2011-05-06,False
9579,1,94,2011-05-13,False
9580,1,94,2011-05-20,False
9581,1,94,2011-05-27,False
9582,1,94,2011-06-03,False
9583,1,94,2011-06-10,False
9584,1,94,2011-06-17,False
9585,1,94,2011-06-24,False
9721,1,95,2011-05-06,False
9722,1,95,2011-05-13,False
9723,1,95,2011-05-20,False
9724,1,95,2011-05-27,False
9725,1,95,2011-06-03,False
9726,1,95,2011-06-10,False
9727,1,95,2011-06-17,False
9728,1,95,2011-06-24,False
9843,1,96,2011-05-06,False
9844,1,96,2011-05-13,False
9845,1,96,2011-05-20,False
9846,1,96,2011-05-27,False
9847,1,96,2011-06-03,False
9848,1,96,2011-06-10,False
9849,1,96,2011-06-17,False
9850,1,96,2011-06-24,False
9986,1,97,2011-05-06,False
9987,1,97,2011-05-13,False
9988,1,97,2011-05-20,False
9989,1,97,2011-05-27,False
9990,1,97,2011-06-03,False
9991,1,97,2011-06-10,False
9992,1,97,2011-06-17,False
9993,1,97,2011-06-24,False
10129,1,98,2011-05-06,False
10130,1,98,2011-05-13,False
10131,1,98,2011-05-20,False
10132,1,98,2011-05-27,False
10133,1,98,2011-06-03,False
10134,1,98,2011-06-10,False
10135,1,98,2011-06-17,False
10136,1,98,2011-06-24,False
10210,1,99,2011-05-13,False
10211,1,99,2011-06-17,False
10212,1,99,2011-06-24,False
10309,2,1,2011-05-06,False
10310,2,1,2011-05-13,False
10311,2,1,2011-05-20,False
10312,2,1,2011-05-27,False
10313,2,1,2011-06-03,False
10314,2,1,2011-06-10,False
10315,2,1,2011-06-17,False
10316,2,1,2011-06-24,False
10452,2,2,2011-05-06,False
10453,2,2,2011-05-13,False
10454,2,2,2011-05-20,False
10455,2,2,2011-05-27,False
10456,2,2,2011-06-03,False
10457,2,2,2011-06-10,False
10458,2,2,2011-06-17,False
10459,2,2,2011-06-24,False
10595,2,3,2011-05-06,False
10596,2,3,2011-05-13,False
10597,2,3,2011-05-20,False
10598,2,3,2011-05-27,False
10599,2,3,2011-06-03,False
10600,2,3,2011-06-10,False
10601,2,3,2011-06-17,False
10602,2,3,2011-06-24,False
10738,2,4,2011-05-06,False
10739,2,4,2011-05-13,False
10740,2,4,2011-05-20,False
10741,2,4,2011-05-27,False
10742,2,4,2011-06-03,False
10743,2,4,2011-06-10,False
10744,2,4,2011-06-17,False
10745,2,4,2011-06-24,False
10881,2,5,2011-05-06,False
10882,2,5,2011-05-13,False
10883,2,5,2011-05-20,False
10884,2,5,2011-05-27,False
10885,2,5,2011-06-03,False
10886,2,5,2011-06-10,False
10887,2,5,2011-06-17,False
10888,2,5,2011-06-24,False
11024,2,6,2011-05-06,False
11025,2,6,2011-05-13,False
11026,2,6,2011-05-20,False
11027,2,6,2011-05-27,False
11028,2,6,2011-06-03,False
11029,2,6,2011-06-10,False
11030,2,6,2011-06-17,False
11031,2,6,2011-06-24,False
11167,2,7,2011-05-06,False
11168,2,7,2011-05-13,False
11169,2,7,2011-05-20,False
11170,2,7,2011-05-27,False
11171,2,7,2011-06-03,False
11172,2,7,2011-06-10,False
11173,2,7,2011-06-17,False
11174,2,7,2011-06-24,False
11310,2,8,2011-05-06,False
11311,2,8,2011-05-13,False
11312,2,8,2011-05-20,False
11313,2,8,2011-05-27,False
11314,2,8,2011-06-03,False
11315,2,8,2011-06-10,False
11316,2,8,2011-06-17,False
11317,2,8,2011-06-24,False
11453,2,9,2011-05-06,False
11454,2,9,2011-05-13,False
11455,2,9,2011-05-20,False
11456,2,9,2011-05-27,False
11457,2,9,2011-06-03,False
11458,2,9,2011-06-10,False
11459,2,9,2011-06-17,False
11460,2,9,2011-06-24,False
11596,2,10,2011-05-06,False
11597,2,10,2011-05-13,False
11598,2,10,2011-05-20,False
11599,2,10,2011-05-27,False
11600,2,10,2011-06-03,False
11601,2,10,2011-06-10,False
11602,2,10,2011-06-17,False
11603,2,10,2011-06-24,False
11739,2,11,2011-05-06,False
11740,2,11,2011-05-13,False
11741,2,11,2011-05-20,False
11742,2,11,2011-05-27,False
11743,2,11,2011-06-03,False
11744,2,11,2011-06-10,False
11745,2,11,2011-06-17,False
11746,2,11,2011-06-24,False
11882,2,12,2011-05-06,False
11883,2,12,2011-05-13,False
11884,2,12,2011-05-20,False
11885,2,12,2011-05-27,False
11886,2,12,2011-06-03,False
11887,2,12,2011-06-10,False
11888,2,12,2011-06-17,False
11889,2,12,2011-06-24,False
12025,2,13,2011-05-06,False
12026,2,13,2011-05-13,False
12027,2,13,2011-05-20,False
12028,2,13,2011-05-27,False
12029,2,13,2011-06-03,False
12030,2,13,2011-06-10,False
12031,2,13,2011-06-17,False
12032,2,13,2011-06-24,False
12168,2,14,2011-05-06,False
12169,2,14,2011-05-13,False
12170,2,14,2011-05-20,False
12171,2,14,2011-05-27,False
12172,2,14,2011-06-03,False
12173,2,14,2011-06-10,False
12174,2,14,2011-06-17,False
12175,2,14,2011-06-24,False
12311,2,16,2011-05-06,False
12312,2,16,2011-05-13,False
12313,2,16,2011-05-20,False
12314,2,16,2011-05-27,False
12315,2,16,2011-06-03,False
12316,2,16,2011-06-10,False
12317,2,16,2011-06-17,False
12318,2,16,2011-06-24,False
12454,2,17,2011-05-06,False
12455,2,17,2011-05-13,False
12456,2,17,2011-05-20,False
12457,2,17,2011-05-27,False
12458,2,17,2011-06-03,False
12459,2,17,2011-06-10,False
12460,2,17,2011-06-17,False
12461,2,17,2011-06-24,False
12588,2,18,2011-05-06,False
12589,2,18,2011-05-13,False
12590,2,18,2011-06-03,False
12710,2,19,2011-05-06,False
12711,2,19,2011-05-13,False
12712,2,19,2011-05-20,False
12713,2,19,2011-05-27,False
12714,2,19,2011-06-03,False
12715,2,19,2011-06-10,False
12716,2,19,2011-06-17,False
12717,2,19,2011-06-24,False
12853,2,20,2011-05-06,False
12854,2,20,2011-05-13,False
12855,2,20,2011-05-20,False
12856,2,20,2011-05-27,False
12857,2,20,2011-06-03,False
12858,2,20,2011-06-10,False
12859,2,20,2011-06-17,False
12860,2,20,2011-06-24,False
12996,2,21,2011-05-06,False
12997,2,21,2011-05-13,False
12998,2,21,2011-05-20,False
12999,2,21,2011-05-27,False
13000,2,21,2011-06-03,False
13001,2,21,2011-06-10,False
13002,2,21,2011-06-17,False
13003,2,21,2011-06-24,False
13139,2,22,2011-05-06,False
13140,2,22,2011-05-13,False
13141,2,22,2011-05-20,False
13142,2,22,2011-05-27,False
13143,2,22,2011-06-03,False
13144,2,22,2011-06-10,False
13145,2,22,2011-06-17,False
13146,2,22,2011-06-24,False
13282,2,23,2011-05-06,False
13283,2,23,2011-05-13,False
13284,2,23,2011-05-20,False
13285,2,23,2011-05-27,False
13286,2,23,2011-06-03,False
13287,2,23,2011-06-10,False
13288,2,23,2011-06-17,False
13289,2,23,2011-06-24,False
13425,2,24,2011-05-06,False
13426,2,24,2011-05-13,False
13427,2,24,2011-05-20,False
13428,2,24,2011-05-27,False
13429,2,24,2011-06-03,False
13430,2,24,2011-06-10,False
13431,2,24,2011-06-17,False
13432,2,24,2011-06-24,False
13568,2,25,2011-05-06,False
13569,2,25,2011-05-13,False
13570,2,25,2011-05-20,False
13571,2,25,2011-05-27,False
13572,2,25,2011-06-03,False
13573,2,25,2011-06-10,False
13574,2,25,2011-06-17,False
13575,2,25,2011-06-24,False
13711,2,26,2011-05-06,False
13712,2,26,2011-05-13,False
13713,2,26,2011-05-20,False
13714,2,26,2011-05-27,False
13715,2,26,2011-06-03,False
13716,2,26,2011-06-10,False
13717,2,26,2011-06-17,False
13718,2,26,2011-06-24,False
13854,2,27,2011-05-06,False
13855,2,27,2011-05-13,False
13856,2,27,2011-05-20,False
13857,2,27,2011-05-27,False
13858,2,27,2011-06-03,False
13859,2,27,2011-06-10,False
13860,2,27,2011-06-17,False
13861,2,27,2011-06-24,False
13997,2,28,2011-05-06,False
13998,2,28,2011-05-13,False
13999,2,28,2011-05-20,False
14000,2,28,2011-05-27,False
14001,2,28,2011-06-03,False
14002,2,28,2011-06-10,False
14003,2,28,2011-06-17,False
14004,2,28,2011-06-24,False
14140,2,29,2011-05-06,False
14141,2,29,2011-05-13,False
14142,2,29,2011-05-20,False
14143,2,29,2011-05-27,False
14144,2,29,2011-06-03,False
14145,2,29,2011-06-10,False
14146,2,29,2011-06-17,False
14147,2,29,2011-06-24,False
14283,2,30,2011-05-06,False
14284,2,30,2011-05-13,False
14285,2,30,2011-05-20,False
14286,2,30,2011-05-27,False
14287,2,30,2011-06-03,False
14288,2,30,2011-06-10,False
14289,2,30,2011-06-17,False
14290,2,30,2011-06-24,False
14426,2,31,2011-05-06,False
14427,2,31,2011-05-13,False
14428,2,31,2011-05-20,False
14429,2,31,2011-05-27,False
14430,2,31,2011-06-03,False
14431,2,31,2011-06-10,False
14432,2,31,2011-06-17,False
14433,2,31,2011-06-24,False
14569,2,32,2011-05-06,False
14570,2,32,2011-05-13,False
14571,2,32,2011-05-20,False
14572,2,32,2011-05-27,False
14573,2,32,2011-06-03,False
14574,2,32,2011-06-10,False
14575,2,32,2011-06-17,False
14576,2,32,2011-06-24,False
14712,2,33,2011-05-06,False
14713,2,33,2011-05-13,False
14714,2,33,2011-05-20,False
14715,2,33,2011-05-27,False
14716,2,33,2011-06-03,False
14717,2,33,2011-06-10,False
14718,2,33,2011-06-17,False
14719,2,33,2011-06-24,False
14855,2,34,2011-05-06,False
14856,2,34,2011-05-13,False
14857,2,34,2011-05-20,False
14858,2,34,2011-05-27,False
14859,2,34,2011-06-03,False
14860,2,34,2011-06-10,False
14861,2,34,2011-06-17,False
14862,2,34,2011-06-24,False
14998,2,35,2011-05-06,False
14999,2,35,2011-05-13,False
15000,2,35,2011-05-20,False
15001,2,35,2011-05-27,False
15002,2,35,2011-06-03,False
15003,2,35,2011-06-10,False
15004,2,35,2011-06-17,False
15005,2,35,2011-06-24,False
15141,2,36,2011-05-06,False
15142,2,36,2011-05-13,False
15143,2,36,2011-05-20,False
15144,2,36,2011-05-27,False
15145,2,36,2011-06-03,False
15146,2,36,2011-06-10,False
15147,2,36,2011-06-17,False
15148,2,36,2011-06-24,False
15284,2,37,2011-05-06,False
15285,2,37,2011-05-13,False
15286,2,37,2011-05-20,False
15287,2,37,2011-05-27,False
15288,2,37,2011-06-03,False
15289,2,37,2011-06-10,False
15290,2,37,2011-06-17,False
15291,2,37,2011-06-24,False
15427,2,38,2011-05-06,False
15428,2,38,2011-05-13,False
15429,2,38,2011-05-20,False
15430,2,38,2011-05-27,False
15431,2,38,2011-06-03,False
15432,2,38,2011-06-10,False
15433,2,38,2011-06-17,False
15434,2,38,2011-06-24,False
15574,2,40,2011-05-06,False
15575,2,40,2011-05-13,False
15576,2,40,2011-05-20,False
15577,2,40,2011-05-27,False
15578,2,40,2011-06-03,False
15579,2,40,2011-06-10,False
15580,2,40,2011-06-17,False
15581,2,40,2011-06-24,False
15717,2,41,2011-05-06,False
15718,2,41,2011-05-13,False
15719,2,41,2011-05-20,False
15720,2,41,2011-05-27,False
15721,2,41,2011-06-03,False
15722,2,41,2011-06-10,False
